"training_id","empleado_id","fecha_inicio","fecha_fin","mes_training","tipo_training","categoria_training","duracion_horas","modalidad","instructor","completado","calificacion_examen","rating_efectividad","costo_training","area_empleado","puesto_empleado","nivel_jerarquico_empleado"
5164,1166,"2025-01-06","2025-01-20","2025-01","Advanced Welding Certification (AWS)","Calidad",112,"Mixto","Sr(a). Catalina Gomez",True,"100.00",5,"12635.88","Ensamble","Soldador",1
5165,1167,"2024-06-04","2024-06-16","2024-06","Soldadura MIG/MAG - Básico","Seguridad",96,"Mixto","Juan Ignacio Isabella Vargas",True,"81.00",4,"17250.00","Ensamble","Soldador Certificado",1
5166,1168,"2024-09-05","2024-09-10","2024-09","Control de Calidad en Línea","Gestión",40,"Online","Valentino Gael Torres",True,"62.00",5,"29219.01","Ensamble","Soldador",1
5167,1168,"2024-10-14","2024-10-23","2024-10","Soldadura MIG/MAG - Básico","Técnico",72,"Mixto","Clara Perez Correa",True,"95.00",4,"37632.60","Ensamble","Soldador",1
5168,1169,"2024-03-06","2024-03-09","2024-03","Soldadura MIG/MAG - Básico","Calidad",24,"Presencial","Máximo Diaz Moreno",True,"84.00",2,"40012.17","Ensamble","Soldador Certificado",1
5169,1169,"2024-10-13","2024-10-28","2024-10","Ensamble de Componentes","Seguridad",120,"Online","Catalina Thiago Leonel Correa",False,"88.00",2,"32242.20","Ensamble","Soldador Certificado",1
5170,1170,"2024-11-06","2024-11-17","2024-11","Control de Calidad en Línea","Gestión",88,"Online","Martina Medina Lopez",True,"92.00",2,"38023.26","Ensamble","Soldador Certificado",1
5171,1172,"2024-10-06","2024-10-15","2024-10","Soldadura MIG/MAG - Básico","Calidad",72,"Mixto","Dr(a). Gael Ruiz",True,"92.00",4,"38926.38","Ensamble","Soldador",1
5021,1172,"2024-11-16","2024-12-11","2024-12","Advanced Welding Certification (AWS)","Técnico",160,"Presencial","Instructor Externo AWS",True,"90.00",5,"77771.13","Ensamble","Soldador",1
5172,1172,"2024-12-10","2024-12-14","2024-12","Advanced Welding Certification (AWS)","Gestión",32,"Presencial","Olivia Flores Sosa",True,"95.00",2,"12797.79","Ensamble","Soldador",1
5173,1173,"2024-08-19","2024-08-30","2024-08","Control de Calidad en Línea","Seguridad",88,"Online","Victoria Tomàs Fernandez",True,"62.00",3,"30899.97","Ensamble","Soldador Certificado",1
5012,1173,"2024-11-04","2024-11-26","2024-11","Advanced Welding Certification (AWS)","Técnico",134,"Presencial","Instructor Externo AWS",True,"94.00",4,"96925.23","Ensamble","Soldador Certificado",1
5174,1174,"2024-10-20","2024-11-03","2024-11","Control de Calidad en Línea","Calidad",112,"Presencial","Sr(a). Lara Aguirre",True,"82.00",5,"10369.05","Ensamble","Soldador Certificado",1
5175,1177,"2025-05-04","2025-05-18","2025-05","Soldadura MIG/MAG - Básico","Gestión",112,"Presencial","Dr(a). Isabella Garcia",True,"98.00",5,"15408.21","Ensamble","Soldador",1
5176,1179,"2024-10-15","2024-10-19","2024-10","Advanced Welding Certification (AWS)","Gestión",32,"Presencial","Ciro Santino Benjamin Figueroa",True,"66.00",2,"41497.08","Ensamble","Soldador",1
5023,1179,"2024-11-10","2024-11-30","2024-11","Advanced Welding Certification (AWS)","Técnico",144,"Presencial","Instructor AWS Certificado",True,"89.00",5,"100177.92","Ensamble","Soldador",1
5177,1180,"2024-04-05","2024-04-20","2024-04","Advanced Welding Certification (AWS)","Técnico",120,"Mixto","Agustín Benjamin Ezequiel Arias",True,"99.00",5,"10309.92","Ensamble","Soldador",1
5024,1180,"2024-10-13","2024-11-04","2024-11","Advanced Welding Certification (AWS)","Técnico",126,"Presencial","Instructor AWS Certificado",True,"77.00",5,"93662.37","Ensamble","Soldador",1
5178,1181,"2024-10-16","2024-10-20","2024-10","Ensamble de Componentes","Calidad",32,"Online","Sofia Belen Sosa",True,"72.00",4,"26882.25","Ensamble","Soldador Certificado",1
5179,1182,"2024-03-11","2024-03-19","2024-03","Control de Calidad en Línea","Calidad",64,"Mixto","Dr(a). Alma Ortiz",True,"60.00",4,"13323.57","Ensamble","Operario de Línea",1
5002,1184,"2024-11-17","2024-12-02","2024-12","Advanced Welding Certification (AWS)","Técnico",124,"Presencial","Instructor AWS Certificado",True,"82.00",4,"103776.03","Ensamble","Soldador Certificado",1
5180,1185,"2024-01-13","2024-01-22","2024-01","Soldadura MIG/MAG - Básico","Seguridad",72,"Presencial","Francesca Joaquin Sanchez Diaz",True,"85.00",3,"35198.97","Ensamble","Soldador",1
5181,1187,"2024-01-09","2024-01-15","2024-01","Soldadura MIG/MAG - Básico","Seguridad",48,"Online","Isabella Dylan Ezequiel Pereyra Vazquez",True,"90.00",5,"32922.60","Ensamble","Soldador",1
5005,1188,"2024-10-03","2024-10-25","2024-10","Advanced Welding Certification (AWS)","Técnico",136,"Presencial","Instructor Externo AWS",True,"79.00",5,"79935.99","Ensamble","Soldador",1
5182,1189,"2025-02-02","2025-02-11","2025-02","Ensamble de Componentes","Técnico",72,"Presencial","Martin Santino Ferreyra",True,"99.00",2,"9276.36","Ensamble","Operario de Línea",1
5022,1190,"2024-10-04","2024-10-20","2024-10","Advanced Welding Certification (AWS)","Técnico",144,"Presencial","Instructor AWS Certificado",True,"81.00",4,"79352.61","Ensamble","Soldador Certificado",1
5183,1190,"2025-01-17","2025-01-22","2025-01","Advanced Welding Certification (AWS)","Calidad",40,"Mixto","Julia Sol Ponce Coronel",True,"67.00",4,"39391.02","Ensamble","Soldador Certificado",1
5184,1190,"2025-02-03","2025-02-09","2025-02","Ensamble de Componentes","Seguridad",48,"Online","Dante Lautaro Nahuel Alvarez",True,"65.00",5,"38054.10","Ensamble","Soldador Certificado",1
5185,1191,"2024-07-12","2024-07-22","2024-07","Soldadura MIG/MAG - Básico","Calidad",80,"Mixto","Joaquin Mia Cordoba",True,"74.00",4,"39152.34","Ensamble","Operario de Línea",1
5186,1194,"2025-03-13","2025-03-16","2025-03","Control de Calidad en Línea","Seguridad",24,"Online","Uma  Martina Quiroga Duarte",True,"81.00",3,"29298.84","Ensamble","Operario de Línea",1
5017,1195,"2024-11-16","2024-12-08","2024-12","Advanced Welding Certification (AWS)","Técnico",154,"Presencial","Instructor AWS Certificado",True,"77.00",5,"103182.78","Ensamble","Soldador",1
5187,1197,"2024-03-13","2024-03-18","2024-03","Ensamble de Componentes","Gestión",40,"Online","Sr(a). Lucas Lopez",True,"85.00",4,"42773.34","Ensamble","Operario de Línea",1
5008,1198,"2024-10-11","2024-11-02","2024-11","Advanced Welding Certification (AWS)","Técnico",131,"Presencial","Instructor Externo AWS",True,"80.00",5,"83596.80","Ensamble","Soldador",1
5014,1199,"2024-10-21","2024-11-11","2024-11","Advanced Welding Certification (AWS)","Técnico",134,"Presencial","Instructor AWS Certificado",True,"94.00",5,"86115.06","Ensamble","Soldador",1
5188,1199,"2024-12-20","2024-12-29","2024-12","Ensamble de Componentes","Técnico",72,"Online","Juan Pablo Lopez",True,"84.00",3,"25419.24","Ensamble","Soldador",1
5190,1200,"2024-03-04","2024-03-14","2024-03","Control de Calidad en Línea","Técnico",80,"Online","Dr(a). Benjamin Avila",True,"72.00",5,"42817.26","Ensamble","Soldador",1
5189,1200,"2024-07-21","2024-07-27","2024-07","Soldadura MIG/MAG - Básico","Técnico",48,"Mixto","Catalina Martinez Diaz",True,"69.00",3,"19025.76","Ensamble","Soldador",1
5007,1200,"2024-10-12","2024-11-02","2024-11","Advanced Welding Certification (AWS)","Técnico",150,"Presencial","Instructor Externo AWS",True,"93.00",5,"83203.14","Ensamble","Soldador",1
5192,1201,"2024-07-15","2024-07-18","2024-07","Control de Calidad en Línea","Técnico",24,"Online","Isabella Felipe Vega Fernandez",True,"99.00",4,"22102.41","Ensamble","Operario de Línea",1
5191,1201,"2024-09-07","2024-09-22","2024-09","Soldadura MIG/MAG - Básico","Técnico",120,"Online","Micaela Alma Lopez",True,"97.00",3,"38494.50","Ensamble","Operario de Línea",1
5193,1202,"2024-07-20","2024-07-31","2024-07","Control de Calidad en Línea","Gestión",88,"Presencial","Thiago Leonel Guzman Campos",True,"78.00",2,"14065.44","Ensamble","Operario de Línea",1
5195,1203,"2024-08-06","2024-08-11","2024-08","Ensamble de Componentes","Gestión",40,"Presencial","Valentino Mateo Duarte Arias",True,"83.00",2,"24648.63","Ensamble","Soldador Certificado",1
5194,1203,"2024-11-14","2024-11-29","2024-11","Control de Calidad en Línea","Calidad",120,"Online","Federico Antonella Nuñez Romero",True,"91.00",2,"30868.32","Ensamble","Soldador Certificado",1
5196,1205,"2024-03-11","2024-03-18","2024-03","Advanced Welding Certification (AWS)","Seguridad",56,"Mixto","Lara Lopez",False,"79.00",4,"39274.92","Ensamble","Soldador",1
5020,1205,"2024-10-08","2024-10-27","2024-10","Advanced Welding Certification (AWS)","Técnico",154,"Presencial","Instructor Externo AWS",True,"81.00",5,"95202.51","Ensamble","Soldador",1
5197,1206,"2024-08-05","2024-08-13","2024-08","Ensamble de Componentes","Gestión",64,"Online","Dr(a). Delfina Nuñez",True,"83.00",4,"29453.34","Ensamble","Soldador Certificado",1
5200,1209,"2024-03-15","2024-03-24","2024-03","Soldadura MIG/MAG - Básico","Calidad",72,"Mixto","Mia Jazmin Vazquez",True,"61.00",3,"35450.52","Ensamble","Soldador",1
5198,1209,"2024-05-02","2024-05-12","2024-05","Ensamble de Componentes","Calidad",80,"Presencial","Olivia Abril Garcia",True,"78.00",5,"14889.78","Ensamble","Soldador",1
5016,1209,"2024-11-21","2024-12-14","2024-12","Advanced Welding Certification (AWS)","Técnico",122,"Presencial","Instructor Externo AWS",True,"94.00",4,"93330.21","Ensamble","Soldador",1
5199,1209,"2025-03-18","2025-03-24","2025-03","Advanced Welding Certification (AWS)","Calidad",48,"Online","Sebastian Santino Agustin Duarte",True,"67.00",3,"36504.87","Ensamble","Soldador",1
5201,1210,"2024-03-17","2024-03-22","2024-03","Soldadura MIG/MAG - Básico","Calidad",40,"Mixto","Sr(a). Joaquin Sanchez",True,"76.00",5,"43661.40","Ensamble","Operario de Línea",1
5202,1211,"2024-01-03","2024-01-11","2024-01","Ensamble de Componentes","Seguridad",64,"Mixto","Sr(a). Luca Gomez",True,"70.00",3,"14880.84","Ensamble","Operario de Línea",1
5203,1212,"2024-09-11","2024-09-26","2024-09","Ensamble de Componentes","Técnico",120,"Presencial","Valentino Villalba",True,"73.00",4,"26328.03","Ensamble","Soldador Certificado",1
5204,1213,"2024-04-12","2024-04-18","2024-04","Control de Calidad en Línea","Gestión",48,"Mixto","Lautaro Juan Cruz Godoy",True,"71.00",3,"32058.33","Ensamble","Operario de Línea",1
5205,1213,"2025-02-04","2025-02-13","2025-02","Ensamble de Componentes","Calidad",72,"Presencial","Gael Carrizo Ojeda",True,"67.00",4,"21937.26","Ensamble","Operario de Línea",1
5206,1214,"2024-04-14","2024-04-17","2024-04","Ensamble de Componentes","Calidad",24,"Presencial","Tomàs Thiago Benjamin Martinez Rodriguez",True,"83.00",4,"21592.86","Ensamble","Operario de Línea",1
5207,1214,"2025-04-12","2025-04-24","2025-04","Soldadura MIG/MAG - Básico","Técnico",96,"Presencial","Maia Joaquín Gonzalez Benitez",False,"90.00",5,"33625.77","Ensamble","Operario de Línea",1
5208,1215,"2024-03-05","2024-03-20","2024-03","Soldadura MIG/MAG - Básico","Seguridad",120,"Presencial","León Cruz",True,"73.00",3,"35514.30","Ensamble","Soldador Certificado",1
5003,1216,"2024-11-21","2024-12-08","2024-12","Advanced Welding Certification (AWS)","Técnico",154,"Presencial","Instructor Externo AWS",True,"93.00",4,"92826.12","Ensamble","Soldador",1
5209,1218,"2025-01-05","2025-01-20","2025-01","Control de Calidad en Línea","Gestión",120,"Presencial","Justina Sosa",True,"65.00",5,"16448.97","Ensamble","Soldador",1
5210,1221,"2024-01-16","2024-01-23","2024-01","Control de Calidad en Línea","Técnico",56,"Presencial","Santino Suarez",True,"93.00",4,"10335.66","Ensamble","Soldador Certificado",1
5212,1226,"2024-07-09","2024-07-21","2024-07","Advanced Welding Certification (AWS)","Gestión",96,"Online","Juana Sanchez Duarte",True,"96.00",4,"18630.30","Ensamble","Soldador Certificado",1
5213,1226,"2024-09-15","2024-09-23","2024-09","Advanced Welding Certification (AWS)","Técnico",64,"Online","Alma Paez Lopez",True,"95.00",4,"10851.06","Ensamble","Soldador Certificado",1
5011,1226,"2024-11-14","2024-11-30","2024-11","Advanced Welding Certification (AWS)","Técnico",151,"Presencial","Instructor AWS Certificado",True,"91.00",4,"84156.15","Ensamble","Soldador Certificado",1
5211,1226,"2025-01-15","2025-01-23","2025-01","Soldadura MIG/MAG - Básico","Calidad",64,"Presencial","Sr(a). Mateo Rodriguez",True,"84.00",3,"14256.09","Ensamble","Soldador Certificado",1
5214,1229,"2024-03-15","2024-03-20","2024-03","Soldadura MIG/MAG - Básico","Gestión",40,"Online","Manuel Mendoza Gomez",True,"98.00",3,"22120.23","Ensamble","Soldador",1
5004,1229,"2024-10-09","2024-11-01","2024-11","Advanced Welding Certification (AWS)","Técnico",127,"Presencial","Instructor Externo AWS",True,"95.00",5,"83339.22","Ensamble","Soldador",1
5215,1230,"2024-12-15","2024-12-20","2024-12","Control de Calidad en Línea","Seguridad",40,"Online","Dr(a). Federico Benitez",True,"91.00",2,"11497.02","Ensamble","Operario de Línea",1
5216,1234,"2024-09-18","2024-09-26","2024-09","Advanced Welding Certification (AWS)","Técnico",64,"Online","Sofía Lorenzo Rodriguez",True,"81.00",5,"27184.20","Ensamble","Soldador",1
5013,1234,"2024-10-20","2024-11-06","2024-11","Advanced Welding Certification (AWS)","Técnico",138,"Presencial","Instructor Externo AWS",True,"83.00",4,"99374.85","Ensamble","Soldador",1
5001,1236,"2024-10-12","2024-11-03","2024-11","Advanced Welding Certification (AWS)","Técnico",155,"Presencial","Instructor Externo AWS",True,"84.00",4,"79539.18","Ensamble","Soldador Certificado",1
5219,1236,"2024-11-03","2024-11-07","2024-11","Advanced Welding Certification (AWS)","Seguridad",32,"Online","Isabella Silva Mansilla",True,"69.00",3,"16091.10","Ensamble","Soldador Certificado",1
5218,1236,"2024-12-17","2024-12-22","2024-12","Soldadura MIG/MAG - Básico","Seguridad",40,"Online","Dr(a). Antonella Garcia",True,"67.00",4,"33636.33","Ensamble","Soldador Certificado",1
5217,1236,"2024-12-16","2024-12-26","2024-12","Soldadura MIG/MAG - Básico","Seguridad",80,"Online","Sofia Santiago Quiroga Muñoz",True,"72.00",5,"29363.88","Ensamble","Soldador Certificado",1
5221,1237,"2024-07-14","2024-07-21","2024-07","Ensamble de Componentes","Técnico",56,"Online","Dr(a). Sofia Gonzalez",True,"90.00",5,"24846.21","Ensamble","Soldador",1
5222,1237,"2024-09-12","2024-09-24","2024-09","Ensamble de Componentes","Técnico",96,"Mixto","Luca Maria Belen Herrera",True,"84.00",2,"28502.76","Ensamble","Soldador",1
5000,1237,"2024-11-03","2024-11-18","2024-11","Advanced Welding Certification (AWS)","Técnico",124,"Presencial","Instructor AWS Certificado",True,"86.00",5,"75737.31","Ensamble","Soldador",1
5220,1237,"2025-02-03","2025-02-14","2025-02","Advanced Welding Certification (AWS)","Calidad",88,"Presencial","Isabella Benjamin Rodriguez",True,"84.00",3,"31479.96","Ensamble","Soldador",1
5010,1238,"2024-10-14","2024-10-29","2024-10","Advanced Welding Certification (AWS)","Técnico",133,"Presencial","Instructor Externo AWS",True,"79.00",4,"94755.63","Ensamble","Soldador",1
5018,1239,"2024-11-10","2024-12-04","2024-12","Advanced Welding Certification (AWS)","Técnico",139,"Presencial","Instructor AWS Certificado",True,"83.00",5,"79226.73","Ensamble","Soldador",1
5223,1240,"2024-05-02","2024-05-12","2024-05","Control de Calidad en Línea","Calidad",80,"Online","Julieta Ruiz Aguirre",True,"64.00",5,"38931.33","Ensamble","Operario de Línea",1
5019,1241,"2024-11-09","2024-12-01","2024-12","Advanced Welding Certification (AWS)","Técnico",129,"Presencial","Instructor AWS Certificado",True,"92.00",4,"79907.37","Ensamble","Soldador Certificado",1
5224,1242,"2024-10-09","2024-10-21","2024-10","Soldadura MIG/MAG - Básico","Seguridad",96,"Online","Catalina Juan Pablo Lopez Cruz",True,"80.00",2,"41438.25","Ensamble","Soldador",1
5225,1244,"2025-02-08","2025-02-22","2025-02","Control de Calidad en Línea","Gestión",112,"Presencial","Santiago Martina Benitez Perez",True,"90.00",5,"11019.78","Ensamble","Soldador",1
5006,1245,"2024-11-08","2024-11-25","2024-11","Advanced Welding Certification (AWS)","Técnico",134,"Presencial","Instructor AWS Certificado",True,"87.00",4,"103714.29","Ensamble","Soldador",1
5226,1247,"2024-04-05","2024-04-18","2024-04","Ensamble de Componentes","Seguridad",104,"Mixto","Tiziano Felipe Quiroga Gomez",True,"62.00",3,"34432.05","Ensamble","Soldador",1
5227,1247,"2024-04-18","2024-04-26","2024-04","Control de Calidad en Línea","Gestión",64,"Online","Micaela Renata Navarro Martinez",True,"100.00",5,"9812.13","Ensamble","Soldador",1
5229,1248,"2024-10-02","2024-10-11","2024-10","Soldadura MIG/MAG - Básico","Calidad",72,"Mixto","Dr(a). Franco Martinez",False,"64.00",2,"33282.69","Ensamble","Operario de Línea",1
5228,1248,"2025-04-09","2025-04-15","2025-04","Control de Calidad en Línea","Seguridad",48,"Mixto","Maite Maldonado Flores",True,"67.00",5,"35362.53","Ensamble","Operario de Línea",1
5231,1249,"2024-01-16","2024-01-23","2024-01","Control de Calidad en Línea","Gestión",56,"Mixto","Sr(a). Juan Ignacio Navarro",True,"84.00",4,"22997.88","Ensamble","Operario de Línea",1
5230,1249,"2024-11-04","2024-11-10","2024-11","Soldadura MIG/MAG - Básico","Técnico",48,"Online","Bautista Alvaro Vera Gimenez",True,"86.00",5,"44910.51","Ensamble","Operario de Línea",1
5232,1250,"2025-02-19","2025-03-05","2025-03","Soldadura MIG/MAG - Básico","Seguridad",112,"Online","Santino Agustin Mateo Diaz",True,"98.00",4,"31309.26","Ensamble","Soldador",1
5233,1250,"2025-03-15","2025-03-23","2025-03","Ensamble de Componentes","Seguridad",64,"Presencial","Juan Ignacio Pedro Olivera",True,"64.00",5,"34827.09","Ensamble","Soldador",1
5234,1251,"2024-03-11","2024-03-24","2024-03","Soldadura MIG/MAG - Básico","Calidad",104,"Online","Sofia Paz",True,"75.00",3,"41498.85","Ensamble","Operario de Línea",1
5235,1252,"2024-07-05","2024-07-14","2024-07","Control de Calidad en Línea","Seguridad",72,"Mixto","Zoe Jazmin Valentina Bustos",True,"75.00",5,"14058.87","Ensamble","Soldador Certificado",1
5236,1252,"2024-09-17","2024-09-20","2024-09","Ensamble de Componentes","Técnico",24,"Mixto","Catalina Castro Molina",True,"82.00",2,"16041.66","Ensamble","Soldador Certificado",1
5237,1253,"2024-04-21","2024-04-24","2024-04","Soldadura MIG/MAG - Básico","Seguridad",24,"Online","Maximo Bastian Gonzalez Quiroga",True,"70.00",2,"43428.66","Ensamble","Operario de Línea",1
5238,1255,"2024-04-15","2024-04-21","2024-04","Soldadura MIG/MAG - Básico","Seguridad",48,"Presencial","Dr(a). Santino Fernandez",True,"74.00",5,"11385.99","Ensamble","Operario de Línea",1
5239,1256,"2024-04-21","2024-04-28","2024-04","Control de Calidad en Línea","Técnico",56,"Presencial","Sr(a). Carmela Ortiz",True,"82.00",5,"30959.49","Ensamble","Soldador Certificado",1
5241,1258,"2024-01-18","2024-02-02","2024-02","Soldadura MIG/MAG - Básico","Calidad",120,"Presencial","Thiago Benjamin Ferreyra",True,"86.00",2,"25802.85","Ensamble","Soldador Certificado",1
5240,1258,"2024-12-09","2024-12-22","2024-12","Soldadura MIG/MAG - Básico","Técnico",104,"Online","Martín Aguero Lucero",True,"70.00",2,"21589.71","Ensamble","Soldador Certificado",1
5243,1259,"2024-03-17","2024-03-30","2024-03","Control de Calidad en Línea","Técnico",104,"Online","Ana Paula Thiago Ezequiel Ruiz",True,"67.00",4,"43319.64","Ensamble","Operario de Línea",1
5242,1259,"2024-07-06","2024-07-12","2024-07","Ensamble de Componentes","Calidad",48,"Online","Dr(a). Martina Perez",True,"69.00",3,"33095.16","Ensamble","Operario de Línea",1
5244,1261,"2025-01-12","2025-01-22","2025-01","Soldadura MIG/MAG - Básico","Gestión",80,"Online","Mateo Agustin Romero",True,"76.00",2,"23711.79","Ensamble","Operario de Línea",1
5009,1262,"2024-11-06","2024-11-29","2024-11","Advanced Welding Certification (AWS)","Técnico",135,"Presencial","Instructor Externo AWS",True,"82.00",5,"97398.78","Ensamble","Soldador",1
5245,1263,"2024-09-07","2024-09-11","2024-09","Soldadura MIG/MAG - Básico","Gestión",32,"Mixto","Isabella Agustin Perez",True,"76.00",2,"44319.57","Ensamble","Operario de Línea",1
5246,1265,"2024-10-18","2024-10-23","2024-10","Soldadura MIG/MAG - Básico","Técnico",40,"Mixto","Benjamin Sara Sanchez Garcia",True,"64.00",3,"37319.01","Ensamble","Soldador Certificado",1
5247,1266,"2024-03-21","2024-03-28","2024-03","Control de Calidad en Línea","Calidad",56,"Presencial","Alma Mia Castillo",True,"60.00",3,"16840.62","Ensamble","Operario de Línea",1
5248,1268,"2024-07-14","2024-07-24","2024-07","Control de Calidad en Línea","Técnico",80,"Mixto","Valentino Martin Acosta",True,"83.00",3,"40210.80","Ensamble","Soldador",1
5249,1270,"2024-10-18","2024-10-29","2024-10","Soldadura MIG/MAG - Básico","Seguridad",88,"Presencial","Thiago Benjamin Ciro Moreno Lopez",True,"82.00",3,"18507.36","Ensamble","Team Leader Ensamble",2
5250,1271,"2024-01-18","2024-01-28","2024-01","Soldadura MIG/MAG - Básico","Seguridad",80,"Presencial","Ian Ezequiel Lola Suarez",True,"85.00",2,"40477.95","Ensamble","Team Leader Ensamble",2
5251,1274,"2024-03-03","2024-03-15","2024-03","Soldadura MIG/MAG - Básico","Gestión",96,"Mixto","Dr(a). Tobias Gutierrez",True,"68.00",5,"25978.44","Ensamble","Team Leader Ensamble",2
5252,1278,"2024-11-13","2024-11-23","2024-11","Ensamble de Componentes","Técnico",80,"Mixto","Bautista Paloma Ruiz",True,"79.00",5,"12001.59","Ensamble","Team Leader Ensamble",2
5253,1279,"2025-01-11","2025-01-22","2025-01","Control de Calidad en Línea","Calidad",88,"Presencial","Sr(a). Joaquin Hernandez",True,"76.00",5,"30140.64","Ensamble","Team Leader Ensamble",2
5254,1280,"2024-03-12","2024-03-23","2024-03","Control de Calidad en Línea","Técnico",88,"Mixto","Luana Valentina Medina",True,"100.00",3,"22966.08","Ensamble","Team Leader Ensamble",2
5255,1282,"2024-09-18","2024-09-23","2024-09","Ensamble de Componentes","Técnico",40,"Presencial","Federico Victoria Paz Gimenez",True,"82.00",3,"11530.20","Ensamble","Team Leader Ensamble",2
5258,1288,"2024-01-19","2024-01-27","2024-01","Control de Calidad en Línea","Seguridad",64,"Online","Dr(a). Lautaro Miranda",True,"93.00",5,"34470.66","Ensamble","Supervisor de Ensamble",3
5256,1288,"2024-12-17","2024-12-23","2024-12","Soldadura MIG/MAG - Básico","Seguridad",48,"Presencial","Thiago Ezequiel Martinez Aguirre",True,"96.00",5,"36994.32","Ensamble","Supervisor de Ensamble",3
5257,1288,"2025-04-05","2025-04-16","2025-04","Ensamble de Componentes","Calidad",88,"Presencial","Joaquin Aguero",True,"78.00",3,"11985.45","Ensamble","Supervisor de Ensamble",3
5259,1289,"2025-03-03","2025-03-07","2025-03","Ensamble de Componentes","Calidad",32,"Presencial","Lautaro Ezequiel Luciano Garcia Alvarez",True,"68.00",5,"10424.37","Ensamble","Supervisor de Ensamble",3
5260,1292,"2024-05-03","2024-05-06","2024-05","Ensamble de Componentes","Seguridad",24,"Online","Elena Fausto Diaz",True,"93.00",2,"28944.93","Ensamble","Supervisor de Ensamble",3
5261,1293,"2024-07-19","2024-07-24","2024-07","Soldadura MIG/MAG - Básico","Técnico",40,"Mixto","Lara Agostina Perez",True,"86.00",5,"34057.74","Ensamble","Gerente de Ensamble",4
5262,1294,"2024-08-10","2024-08-24","2024-08","Soldadura MIG/MAG - Básico","Técnico",112,"Online","Agustina Guzman",True,"60.00",2,"14389.77","Ensamble","Gerente de Ensamble",4
5263,1294,"2025-03-03","2025-03-18","2025-03","Control de Calidad en Línea","Seguridad",120,"Online","Agustin Fernandez Lopez",True,"63.00",5,"32240.79","Ensamble","Gerente de Ensamble",4
5264,1296,"2024-08-16","2024-08-19","2024-08","Control de Calidad Pintura","Gestión",24,"Online","Francisco Cabrera Leiva",True,"60.00",5,"11332.14","Pintura","Preparador de Superficie",1
5265,1297,"2024-11-06","2024-11-15","2024-11","Control de Calidad Pintura","Calidad",72,"Mixto","Pedro Thiago Sosa Martinez",True,"81.00",5,"43043.73","Pintura","Operario de Cabina",1
5266,1299,"2024-03-05","2024-03-10","2024-03","Preparación de Superficie","Técnico",40,"Online","Julieta Gutierrez",True,"80.00",4,"21453.78","Pintura","Preparador de Superficie",1
5267,1299,"2024-07-03","2024-07-17","2024-07","Control de Calidad Pintura","Calidad",112,"Presencial","Dr(a). Maria Victoria Gonzalez",True,"77.00",3,"31577.46","Pintura","Preparador de Superficie",1
5268,1300,"2024-05-16","2024-05-19","2024-05","Aplicación de Pintura","Calidad",24,"Mixto","Lucas Mia Garcia Castillo",True,"74.00",4,"31291.71","Pintura","Preparador de Superficie",1
5269,1302,"2024-09-10","2024-09-21","2024-09","Preparación de Superficie","Seguridad",88,"Mixto","Bautista Olivera",True,"97.00",2,"12491.25","Pintura","Operario de Cabina",1
5270,1303,"2024-06-17","2024-06-28","2024-06","Preparación de Superficie","Técnico",88,"Mixto","Candela Thiago Benjamin Vega Escobar",True,"97.00",3,"28568.25","Pintura","Operario de Cabina",1
5272,1304,"2024-09-03","2024-09-18","2024-09","Preparación de Superficie","Calidad",120,"Presencial","Dr(a). Antonella Peralta",True,"95.00",5,"37190.58","Pintura","Preparador de Superficie",1
5271,1304,"2024-10-10","2024-10-16","2024-10","Aplicación de Pintura","Calidad",48,"Online","Santiago Agustina Martinez Rodriguez",True,"64.00",3,"39044.88","Pintura","Preparador de Superficie",1
5273,1305,"2024-03-20","2024-03-26","2024-03","Preparación de Superficie","Gestión",48,"Presencial","Ambar Franco Perez",True,"72.00",4,"12667.08","Pintura","Operario de Cabina",1
5274,1305,"2024-10-03","2024-10-15","2024-10","Aplicación de Pintura","Seguridad",96,"Presencial","Lola Ponce",True,"79.00",4,"9931.11","Pintura","Operario de Cabina",1
5275,1306,"2024-07-19","2024-08-02","2024-08","Control de Calidad Pintura","Seguridad",112,"Presencial","Sr(a). Alma Vera",False,"73.00",5,"33462.93","Pintura","Preparador de Superficie",1
5276,1306,"2025-03-08","2025-03-21","2025-03","Control de Calidad Pintura","Seguridad",104,"Online","Dr(a). Mia Morena Carrizo",True,"63.00",4,"38975.43","Pintura","Preparador de Superficie",1
5278,1307,"2024-10-04","2024-10-12","2024-10","Aplicación de Pintura","Gestión",64,"Online","Sr(a). Juana Herrera",True,"79.00",3,"39443.46","Pintura","Operario de Cabina",1
5277,1307,"2025-04-21","2025-05-05","2025-05","Aplicación de Pintura","Técnico",112,"Online","Dr(a). Juan Gabriel Mansilla",False,"94.00",2,"20644.86","Pintura","Operario de Cabina",1
5279,1309,"2025-01-09","2025-01-18","2025-01","Aplicación de Pintura","Gestión",72,"Presencial","Lisandro Lucas Bustos Leiva",True,"93.00",5,"11156.28","Pintura","Operario de Cabina",1
5281,1311,"2024-06-08","2024-06-21","2024-06","Control de Calidad Pintura","Gestión",104,"Online","Maia Romero",True,"96.00",3,"27371.19","Pintura","Preparador de Superficie",1
5280,1311,"2024-08-19","2024-08-31","2024-08","Preparación de Superficie","Seguridad",96,"Mixto","Ambar Delfina Diaz Hernandez",True,"100.00",4,"24945.00","Pintura","Preparador de Superficie",1
